HHID,NWEIGHT,REGIONC,DIVISION,ENERPGM,REBATPGM,LDCNTPGM,ENGAUPGM,CONSEPGM,OTHPGM,WAGES,SELFHIRE,SSECURTY,PENSIONS,FSTAMPS,AFDC,UNEMPLOY,SSI,OTHERAID,MONEYPY,INC35PLU,KNOWHEAP,HEATAID,COOLAID,LIFELINE,LIHEAPEM,FUELPAID,CASHAID,VOUCHERS,CHECK2PM,OTHERPMT,GOVTAMT,WEATHERZ,FAMSIZE,POOR100,POOR125,HOWPAID,LIHEAP
5325,12657,3,6,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,20,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5326,17698,2,3,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,19,1,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5327,7961,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
5328,21315,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
5329,10539,2,4,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
5330,19908,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
5331,10446,1,1,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,15,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5332,19153,2,3,0,9,9,9,9,9,1,0,0,0,1,1,0,0,0,02,9,1,1,0,0,0,0,1,0,0,0,350,1,5,1,1,1,1
5333,8667,2,4,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5334,26909,3,5,0,9,9,9,9,9,1,0,0,0,1,0,1,0,0,12,9,0,0,0,0,0,9,9,9,9,9,9999,0,6,1,1,1,1
5335,27806,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,3,0
5336,28532,3,5,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
5337,16533,3,7,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,21,1,1,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
5338,15821,2,3,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5339,15710,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5340,40556,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,6,0,0,1,0
5341,9679,4,8,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5342,15515,4,9,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,17,1,1,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,1
5343,7862,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5344,21359,4,9,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5345,7767,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5346,21831,3,7,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,20,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5347,24335,3,5,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,20,9,0,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
5348,19939,3,7,0,9,9,9,9,9,0,1,0,1,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
5349,12399,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5350,11459,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5351,24564,2,3,0,9,9,9,9,9,1,0,0,0,0,0,1,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5352,10870,4,8,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,03,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,2,1
5353,17920,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,08,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
5354,11879,1,1,0,9,9,9,9,9,0,0,0,0,1,1,0,0,0,05,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,1,1,3,1
5355,15961,2,3,0,9,9,9,9,9,0,1,0,0,0,0,0,0,1,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
5356,21327,3,7,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,12,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5357,8617,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5358,23414,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5359,7767,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
5360,9557,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,2,0
5361,18252,3,5,0,9,9,9,9,9,1,0,0,0,0,0,1,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5362,13452,4,8,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,22,2,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5363,40998,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5364,8617,1,1,0,9,9,9,9,9,1,0,0,0,0,0,1,0,0,20,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5365,9744,1,1,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,09,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
5366,15996,1,2,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,22,2,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5367,21579,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5368,12807,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,9,9,9,9,9,9999,0,4,1,1,1,1
5369,28088,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5370,10772,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5371,17635,3,7,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,23,2,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5372,23097,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5373,22924,3,7,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,12,1,0,0,0,0,0,9,9,9,9,9,9999,0,4,1,1,1,1
5374,7660,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5375,25407,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
5376,16819,1,2,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5377,17304,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
5378,16555,1,2,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,05,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,1,1
5379,7767,2,4,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5380,16610,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5381,8453,2,4,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,15,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5382,19878,2,3,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5383,24101,3,5,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,04,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,3,1
5384,18173,2,3,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5385,11115,4,8,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,17,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
5386,21315,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5387,20068,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5388,7767,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
5389,21451,3,7,0,9,9,9,9,9,0,1,1,0,0,0,0,0,0,02,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,1,1
5390,51022,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5391,7068,2,4,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,20,1,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
5392,12657,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
5393,8006,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5394,27776,4,8,0,9,9,9,9,9,0,0,0,1,0,0,0,0,0,08,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5395,20762,1,2,0,9,9,9,9,9,0,1,1,0,0,0,0,0,0,09,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,1,1,1
5396,12956,3,6,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5397,12657,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
5398,8617,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5399,19691,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5400,14130,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,07,1,0,0,0,0,0,9,9,9,9,9,9999,0,3,1,1,1,1
5401,18618,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,1,1,1
5402,12657,3,6,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,10,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
5403,7280,2,4,0,9,9,9,9,9,0,1,1,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5404,9915,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
5405,28336,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5406,7625,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5407,45497,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
5408,19196,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5409,9613,4,8,0,9,9,9,9,9,1,0,0,0,1,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,6,1,1,1,1
5410,29284,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
5411,17698,2,3,0,9,9,9,9,9,1,0,0,0,1,0,0,0,0,09,9,0,0,0,0,0,9,9,9,9,9,9999,0,4,1,1,4,1
5412,20091,3,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
5413,30278,3,7,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,04,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,1,1,1,1
5414,24799,3,7,0,9,9,9,9,9,0,1,0,1,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5415,23544,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
5416,20482,3,5,0,9,9,9,9,9,1,0,1,1,1,0,0,0,0,14,1,0,1,0,0,0,0,1,0,0,0,110,0,3,0,0,1,1
5417,9812,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5418,60851,3,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5419,8416,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,08,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
5420,8248,2,4,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,2,0
5421,31934,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,01,7,1,0,0,0,0,9,9,9,9,9,9999,0,2,1,1,3,1
5422,14561,2,4,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,08,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,1,1,1
5423,17763,4,9,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,04,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,2,1
5424,18542,3,5,0,9,9,9,9,9,1,1,1,1,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5425,14635,4,9,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5426,26831,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,3,1
5427,7625,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5428,29959,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5429,9915,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5430,10772,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,7,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5431,20702,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5432,19419,1,2,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,17,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5433,13831,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5434,42132,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,2,0
5435,15104,1,2,0,9,9,9,9,9,0,0,1,0,0,0,0,0,1,05,9,1,1,0,0,0,1,0,0,0,0,130,0,1,0,1,1,1
5436,29129,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5437,15338,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,19,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
5438,9914,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5439,16533,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5440,15585,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
5441,18302,1,2,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,07,9,1,0,0,0,0,9,9,9,9,9,9999,0,5,1,1,1,1
5442,17884,4,8,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
5443,9689,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
5444,42654,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
5445,27636,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
5446,15821,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
5447,9613,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5448,14692,3,6,0,9,9,9,9,9,1,0,0,1,1,1,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
5449,16610,1,2,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,17,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5450,34273,2,3,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,1
5451,46763,3,7,0,9,9,9,9,9,1,1,1,1,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
5452,23765,3,6,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,09,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,2,0
5453,15291,3,6,0,9,9,9,9,9,0,0,0,1,0,0,0,0,0,08,1,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,1,1,1
5454,16946,1,1,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,19,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
5455,9744,1,1,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,08,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
5456,11635,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
5457,7625,2,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5458,11459,3,6,0,9,9,9,9,9,1,0,0,0,1,0,0,0,0,01,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,1,1,3,1
5459,15710,4,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,9,9,9,9,9,9999,1,5,1,1,1,1
5460,33773,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5461,9337,1,1,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
5462,25561,4,9,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5463,10772,1,1,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5464,19548,4,9,0,9,9,9,9,9,0,0,1,0,0,0,0,1,0,05,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,1,1,1
5465,19513,4,9,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,1,2,0,0,1,1
5466,25370,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
5467,19424,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5468,22641,2,3,0,9,9,9,9,9,1,0,0,0,0,0,1,0,1,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,1
5469,14564,1,2,0,9,9,9,9,9,0,0,0,1,0,0,0,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,1
5470,29072,4,9,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5471,29348,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,08,1,1,1,0,1,0,1,0,0,0,0,300,0,1,0,0,4,1
5472,22691,2,3,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,05,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,1,1,1
5473,19071,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
5474,19071,3,5,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5475,21376,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
5476,30434,3,5,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,08,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
5477,18693,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5478,8299,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,2,0
5479,22299,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5480,26332,3,5,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5481,26172,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,07,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,1,1,1
5482,27661,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,2,0
5483,37500,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
5484,15515,4,9,0,9,9,9,9,9,0,0,0,1,0,0,0,0,0,17,1,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5485,14168,4,9,0,9,9,9,9,9,0,1,1,1,0,0,0,0,0,18,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5486,10966,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
5487,9812,3,6,0,9,9,9,9,9,0,0,0,0,1,1,0,1,0,07,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,1,1,1,1
5488,43661,3,7,0,9,9,9,9,9,0,0,1,0,0,0,0,1,0,03,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,1,1
5489,20464,4,9,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5490,27259,2,3,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,19,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
5491,16098,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
5492,14615,1,1,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,20,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,4,0
5493,30420,3,5,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,22,2,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
5494,8726,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,19,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
5495,20290,4,8,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
5496,6619,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
5497,6619,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,6,0,1,1,1
